Symbol,7d%,Max Price,Min Price,max-min,Fluctuation,negative_positive,sorting_metric
FLOKI-USD,6.126429225485206,1.5999999959603883e-05,1.4999999621068127e-05,1.000000338535756e-06,0.0666666909198593,positive,5.197464838024446
SC-USD,5.960805946746714,0.0031210000161081,0.002860999898985,0.0002600001171231,0.0908773597703867,positive,5.0530534507691485
ICP-USD,5.456124719727539,3.04457950592041,2.8622019290924072,0.1823775768280029,0.0637193256612171,positive,4.6281481129192255
LDO-USD,5.449791007305159,1.5787160396575928,1.4463189840316772,0.1323970556259155,0.0915407023538147,positive,4.618591250856314
TON-USD,5.488934675018431,1.6921559572219849,1.1068830490112305,0.5852729082107544,0.5287576756492692,positive,4.586280822418276
BAL-USD,5.408309796491376,3.300482749938965,3.071388959884644,0.2290937900543208,0.0745896377979183,positive,4.585874881347982
TOMO-USD,5.2561045937725055,1.3269120454788208,1.2396589517593384,0.0872530937194824,0.070384756707199,positive,4.45713119120055
SNT-USD,5.245160696227822,0.0233880002051591,0.0220480002462863,0.0013399999588728,0.0607764851190305,positive,4.449270119025794
MIOTA-USD,5.083103184034113,0.1531733274459839,0.1457639932632446,0.0074093341827392,0.0508310318403413,positive,4.313013051652945
AVAX-USD,5.068900562718297,9.238823890686035,8.701299667358398,0.5375242233276367,0.0617751650760951,positive,4.299299203549139
HNT-USD,4.9824693885746205,1.568513035774231,1.3715050220489502,0.1970080137252807,0.1436436692232902,positive,4.213552429904934
KLAY-USD,4.80936013381559,0.1162939965724945,0.1079439967870712,0.0083499997854233,0.0773549250904095,positive,4.07635287497969
SFRXETH-USD,4.731917985182503,1740.008056640625,1655.075439453125,84.9326171875,0.0513164627804299,positive,4.014432817988062
POLYX-USD,4.697232935717098,0.1198410019278526,0.1117779985070228,0.0080630034208298,0.0721340829906094,positive,3.9818278829109417
CBETH-USD,4.673581125115515,1726.128173828125,1641.6068115234375,84.5213623046875,0.0514869710038851,positive,3.964820910697605
ETH-USD,4.586686090669364,1645.4683837890625,1565.0255126953125,80.44287109375,0.051400357656285,positive,3.8909731234205163
ETC-USD,4.571051097247137,15.833573341369627,14.976088523864746,0.857484817504881,0.0572569276776415,positive,3.8768048935084205
RETH-USD,4.44504288052093,1787.2469482421875,1701.308349609375,85.9385986328125,0.050513240972775,positive,3.770709462296874
QTUM-USD,4.428527412375054,2.258510112762451,2.1180810928344727,0.1404290199279785,0.0663001149498259,positive,3.754303283276322
DCR-USD,4.435249702223751,14.94259262084961,12.998969078063965,1.9436235427856443,0.1495213605873984,positive,3.7475340428020787
SETH2-USD,4.4062956329643175,1633.8565673828125,1556.9744873046875,76.882080078125,0.0493791521344818,positive,3.7379444151994976
WBETH-USD,4.398925189653468,1671.6925048828125,1592.9439697265625,78.74853515625,0.0494358474954819,positive,3.7316710340811254
SAND-USD,4.326326944930349,0.3074299991130829,0.2917610108852386,0.0156689882278442,0.0537048736577333,positive,3.6693221721421367
XEC-USD,4.187881893022205,2.5005092538776807e-05,2.4000000848900527e-05,1.0050916898762807e-06,0.041878818930222,positive,3.5534177862293403
GALA-USD,4.113737183460136,0.0140880001708865,0.0129770003259181,0.0011109998449683,0.0856129935320624,positive,3.4838346569113066
ZIL-USD,4.0959540326887,0.0180869996547698,0.0163770001381635,0.0017099995166062,0.1044146975746473,positive,3.4658987231491976
BSV-USD,4.016612143483802,32.1610221862793,30.492122650146484,1.6688995361328125,0.0547321534575027,positive,3.405910498942606
SHIB-USD,3.9891021747772046,7.999999979801942e-06,7.000000096013537e-06,9.99999883788405e-07,0.1428571242960267,positive,3.36930827991622
DASH-USD,3.827886196249808,27.31270217895508,25.951824188232425,1.3608779907226562,0.052438625541388,positive,3.2458374729811283
IOTX-USD,3.8069703722412807,0.0153320003300905,0.0144980000331997,0.0008340002968907,0.0575251962326514,positive,3.227296036970191
FRXETH-USD,3.740680185481336,1635.2850341796875,1565.16845703125,70.1165771484375,0.0447981026153771,positive,3.1728584422668287
BTSE-USD,3.6030958052874458,1.0561257600784302,1.0005279779434204,0.0555977821350097,0.055568443222638,positive,3.054296168010933
MX-USD,3.600183679449449,2.231559991836548,2.1111741065979004,0.1203858852386474,0.0570231914376053,positive,3.0516026488163908
RSR-USD,3.588898696883254,0.0019000000320374,0.0017740000039339,0.0001260000281035,0.0710259457858461,positive,3.039910000482889
TRX-USD,3.578474773850853,0.0859299972653389,0.0829219967126846,0.0030080005526542,0.0362750617677077,positive,3.0362622985080687
ARB-USD,3.4622234479117866,0.8667979836463928,0.8165429830551147,0.050255000591278,0.0615460565263175,positive,2.9336580222460706
WAXP-USD,3.404590937114788,0.0430780015885829,0.0399609990417957,0.0031170025467871,0.0780011166269163,positive,2.8822021290535322
ETHW-USD,3.279785521055236,1.412147045135498,1.2830289602279663,0.1291180849075317,0.100635362809418,positive,2.772722388475538
BDX-USD,3.271253211769296,0.0345249995589256,0.0323770008981227,0.0021479986608029,0.0663433487110738,positive,2.7706137276972402
KAS-USD,3.2423739158015,0.050110001116991,0.0436999984085559,0.0064100027084351,0.1466819895165054,positive,2.7340155300037994
ENS-USD,3.2069407752328964,7.685725212097168,7.244643211364746,0.4410820007324219,0.0608838817680478,positive,2.7167670766827547
STETH-USD,3.127653431237734,1634.5792236328125,1569.9205322265625,64.65869140625,0.0411859645625163,positive,2.6523275218676963
EURS-USD,3.101607575987652,1.0690840482711792,1.0244840383529663,0.0446000099182128,0.0435341188818471,positive,2.629836321757227
SSV-USD,3.078524955197322,16.97580337524414,15.497106552124023,1.4786968231201172,0.0954176070317751,positive,2.602433570862957
UMA-USD,2.846216000263091,1.4435629844665527,1.3389309644699097,0.104632019996643,0.0781459408835671,positive,2.4075617090910924
BNB-USD,2.7290042740387923,215.728744506836,207.47808837890625,8.250656127929716,0.0397663974658469,positive,2.3136886733130964
QNT-USD,2.6674119245981496,91.28981018066406,85.1262435913086,6.163566589355469,0.0724050108324616,positive,2.256439384283558
ANKR-USD,2.657377151479238,0.0203959997743368,0.0187749993056058,0.0016210004687309,0.0863382438713062,positive,2.245819842176656
LTC-USD,2.4946371950746014,65.46080780029297,63.11313629150391,2.3476715087890554,0.037197826739995,positive,2.1148619418024115
FIL-USD,2.497651256932058,3.3858718872070312,3.133492946624756,0.2523789405822754,0.0805423675372001,positive,2.1109222132616696
HIVE-USD,2.4760818685072024,0.3075680136680603,0.287418007850647,0.0201500058174133,0.0701069705690953,positive,2.0941535426457576
SURE-USD,2.546314850651226,0.0030449999030679,0.0019690000917762,0.0010759998112916,0.5464701681761017,positive,2.0823970978271267
YFI-USD,2.45342531052582,5380.69873046875,5078.5146484375,302.18408203125,0.0595024535617363,positive,2.0764861459126864
FLOW-USD,2.438214765043853,0.4665789902210235,0.4360400140285492,0.0305389761924743,0.070037095702127,positive,2.061976985931956
JST-USD,2.431375319596792,0.022979000583291,0.0219880007207393,0.0009909998625517,0.0450700304742569,positive,2.059908517086135
AXS-USD,2.431789113714176,4.74603796005249,4.366405963897705,0.3796319961547851,0.0869438158736627,positive,2.053979174276
SEI-USD,2.415266082326444,0.1189852729439735,0.11617923527956,0.0028060376644134,0.0241526608232648,positive,2.049353270853987
AAVE-USD,2.341702274880514,65.80860137939453,60.08970260620117,5.718898773193359,0.095172692244331,positive,1.9761710298117874
SFP-USD,2.3404685410210364,0.5995429754257202,0.5480870008468628,0.0514559745788574,0.0938828589244983,positive,1.9753158310292063
ZEC-USD,2.319284561012706,26.87461471557617,25.670223236083984,1.204391479492184,0.0469178420622069,positive,1.9643542005514694
TKX-USD,2.3018384595540407,5.078217029571533,4.699067115783691,0.3791499137878418,0.080686209506205,positive,1.944459759195004
ICX-USD,2.290255227308554,0.181985005736351,0.1684350073337555,0.0135499984025955,0.0804464500407927,positive,1.934649975706152
KAVA-USD,2.2699717409166884,0.6399539709091187,0.610139012336731,0.0298149585723876,0.0488658452738522,positive,1.9221461029881073
CELO-USD,2.263890198067998,0.4807370007038116,0.4391579926013946,0.0415790081024169,0.0946789283194408,positive,1.910104829109882
CAKE-USD,2.2425130644320594,1.1740939617156982,1.1323870420455933,0.0417069196701049,0.0368309757366737,positive,1.9006114584067495
MANA-USD,2.176743449427066,0.3035149872303009,0.2911629974842071,0.0123519897460938,0.0424229378486316,positive,1.843868491335711
TFUEL-USD,2.157313204744335,0.0354290008544921,0.0325810015201568,0.0028479993343352,0.0874128848547929,positive,1.8206042913044658
JASMY-USD,2.1498829245928763,0.0038290000520646,0.0034920000471174,0.0003370000049471,0.0965063002291162,positive,1.8129245408695773
INJ-USD,2.048411630194059,7.484991073608398,6.859920024871826,0.6250710487365723,0.0911192909640738,positive,1.727481992020339
CFX-USD,2.014961955971617,0.1293819993734359,0.12151700258255,0.0078649967908858,0.064723426547186,positive,1.7030091485937966
LRC-USD,2.008803469597646,0.1800390034914016,0.1695339977741241,0.0105050057172774,0.0619640063656947,positive,1.6981883482031448
XEM-USD,1.9972958439032915,0.0266600009053945,0.0248920004814863,0.0017680004239081,0.0710268515872466,positive,1.6870474395797108
GLM-USD,1.87763977788724,0.1885350048542022,0.171301007270813,0.0172339975833892,0.1006065163186323,positive,1.5809028337563593
BTG-USD,1.8591191101140825,13.338459014892578,12.29452896118164,1.0439300537109375,0.084910130108035,positive,1.5675147240807648
KCS-USD,1.8153181767448008,4.5802741050720215,4.384139060974121,0.1961350440979004,0.0447374139757147,positive,1.5363098381367235
ELG-USD,1.7965620907000237,2.7451889514923096,2.6452078819274902,0.0999810695648193,0.0377970556673095,positive,1.5214082187449236
AR-USD,1.800023127128721,4.3824849128723145,4.066545009613037,0.3159399032592773,0.0776924643677659,positive,1.5183657884042479
BTC-USD,1.7457877178857848,27152.939453125,26011.46875,1141.470703125,0.0438833621467453,positive,1.4773370558809051
XLM-USD,1.743596788920165,0.116966001689434,0.1109649986028671,0.0060010030865668,0.0540801438482769,positive,1.4739452490048988
DOT-USD,1.6520317736395853,4.161034107208252,3.9710500240325928,0.1899840831756591,0.0478422790007391,positive,1.3970506657435364
HT-USD,1.647934419628594,2.5265979766845703,2.3968820571899414,0.1297159194946289,0.0541186075908571,positive,1.3926264655456764
IOST-USD,1.636617597231519,0.0073689999990165,0.0069889998994767,0.0003800000995398,0.0543711696960036,positive,1.3829692821923905
LSK-USD,1.577257934185398,0.7849469780921936,0.7173889875411987,0.0675579905509948,0.0941720485319202,positive,1.3265434367778002
GNO-USD,1.5520502666334213,101.39630126953124,97.19248962402344,4.203811645507798,0.0432524329993984,positive,1.3127548616884983
XMR-USD,1.54883864688566,148.2628936767578,141.68739318847656,6.57550048828125,0.0464085077741132,positive,1.309551573686694
TRAC-USD,1.4281302662000002,0.2427680045366287,0.2263589948415756,0.0164090096950531,0.0724910874716397,positive,1.2030370631492542
WBTC-USD,1.3871392710277777,27102.431640625,26037.025390625,1065.40625,0.0409188927696638,positive,1.1729305464581614
USDP-USD,1.3802570942611738,1.0041470527648926,0.9882360100746156,0.0159110426902769,0.0161004482007042,positive,1.1708034628918922
CTSI-USD,1.3824462089292275,0.1313959956169128,0.1218419969081878,0.0095539987087249,0.0784130180985482,positive,1.163317324875061
ADA-USD,1.3756921171499343,0.252905011177063,0.2421820014715194,0.0107230097055436,0.0442766582173309,positive,1.1626968008448446
GUSD-USD,1.3433837916259914,1.006750226020813,0.9886400103569032,0.0181102156639098,0.0183183114927464,positive,1.1391284761581808
ONT-USD,1.3572154312746334,0.1955630034208297,0.1610990017652511,0.0344640016555785,0.213930572368155,positive,1.121543530728215
HOT-USD,1.2059499089669805,0.0002169999934267,0.0002039999963017,1.2999997125000002e-05,0.0637254772582153,positive,1.015498601033201
XTZ-USD,1.1477142265943283,0.6808459758758545,0.6467189788818359,0.0341269969940185,0.0527694378987043,positive,0.9676416769203734
OP-USD,1.1374723306509464,1.3957940340042114,1.2369730472564695,0.1588209867477419,0.128394864463698,positive,0.9475922513837497
EOS-USD,1.1070268367973657,0.5870019793510437,0.5545849800109863,0.0324169993400573,0.0584527178132649,positive,0.932204903605771
FTM-USD,1.1051402073860266,0.1956139951944351,0.185135006904602,0.010478988289833,0.0566018737624959,positive,0.9308788952137481
BAT-USD,1.0851716272462293,0.17671799659729,0.167164996266365,0.009553000330925,0.0571471333370714,positive,0.9138238131587342
SNX-USD,1.047738691115307,2.1414620876312256,1.945970058441162,0.1954920291900634,0.1004599368536349,positive,0.8755088969199657
MINA-USD,1.0218313282545128,0.3933959901332855,0.3660750091075897,0.0273209810256958,0.0746321938017521,positive,0.8573617999460731
UNI-USD,1.0069925154650703,0.0001630000042496,0.0001559999946039,7.000009645699991e-06,0.0448718582553399,positive,0.8492128594070087
LUSD-USD,0.9498098656475846,0.9963459968566896,0.9843500256538392,0.0119959712028503,0.0121866926298723,positive,0.8055103819059661
ONE-USD,0.935329125462786,0.0005510000046342,0.0005119999987073,3.90000059269e-05,0.0761718867682957,positive,0.7836039736281237
TRIBE-USD,0.9151365918917348,0.2648420035839081,0.2524389922618866,0.0124030113220214,0.0491327081085567,positive,0.770496196891691
OHM-USD,0.9085805045928554,11.484874725341797,11.285276412963867,0.1995983123779297,0.0176866126334878,positive,0.7696404370089039
FNSA-USD,0.882283237905174,19.29120445251465,19.12248992919922,0.1687145233154297,0.0088228323790517,positive,0.7486173273625402
NU-USD,0.8059369741133532,0.0621670000255107,0.053592000156641,0.0085749998688696,0.1600052217459009,positive,0.661045644734465
APT-USD,0.791773973664672,0.0001420000044163,0.0001300000003539,1.2000004062399988e-05,0.0923077233056329,positive,0.6591617191191262
OKB-USD,0.7307825362748399,43.67760848999024,42.27198028564453,1.4056282043457102,0.0332520074727385,positive,0.6161773547127031
BGB-USD,0.7294313684649031,0.4580200016498565,0.4434419870376587,0.0145780146121978,0.0328746826830356,positive,0.6150854607927122
BORA-USD,0.7108823126545042,0.1149659976363182,0.109265998005867,0.0056999996304512,0.0521662707015694,positive,0.5964250251510931
CHZ-USD,0.7092811192333494,0.0597929991781711,0.0568329989910125,0.0029600001871586,0.0520824211234514,positive,0.5950765881798292
GT-USD,0.6741838549342154,3.894351959228516,3.805847406387329,0.0885045528411869,0.0232548873853035,positive,0.5695680435862875
HBTC-USD,0.6668173114168375,26992.96875,25634.455078125,1358.513671875,0.0529956134325741,positive,0.5588453726894258
CKB-USD,0.6700424965281371,0.0028510000556707,0.0026610000059008,0.0001900000497699,0.0714017472185541,positive,0.5588258599661333
GMX-USD,0.6098923718765372,3.722566179931164e-05,3.700000161188655e-05,2.2566018742508509e-07,0.0060989237187651,positive,0.517493677537242
WAVES-USD,0.6060163722020592,1.594444990158081,1.5084840059280396,0.0859609842300415,0.056985015348013,positive,0.5065661640695484
ILV-USD,0.5963412119587037,40.87536239624024,38.54632568359375,2.3290367126464915,0.0604217567133197,positive,0.49782676665790015
MSOL-USD,0.5833260170566315,22.991113662719727,21.38439178466797,1.6067218780517578,0.0751352619345355,positive,0.4845568252079564
NEO-USD,0.5617405564849872,7.684463977813721,7.128799915313721,0.5556640625,0.0779463681266114,positive,0.46578751779324745
HBAR-USD,0.5015671486841791,0.0519720017910003,0.0488520003855228,0.0031200014054774,0.0638664001648968,positive,0.41675211635681764
XRP-USD,0.4810776976278437,0.5213580131530762,0.4925830066204071,0.028775006532669,0.0584165635962419,positive,0.40015355844423084
CRO-USD,0.4685434919806463,0.0514810010790824,0.0497930012643337,0.0016879998147487,0.0339003428571758,positive,0.393176916754973
CRVUSD-USD,0.4591233390304463,0.9990730285644532,0.9945070147514344,0.0045660138130187,0.0045912333903044,positive,0.3895661531673336
AGIX-USD,0.4279983841403089,0.18852399289608,0.1738229990005493,0.0147009938955307,0.0845745038346982,positive,0.3511124509440578
ALGO-USD,0.4010895100097447,0.1027960032224655,0.0939820036292076,0.0088139995932579,0.0937839081196041,positive,0.32685849729034233
DAO-USD,0.3917202467410802,0.7462430000305176,0.7125380039215088,0.0337049961090087,0.0473027346239929,positive,0.3258667995363192
DGB-USD,0.3308738956993671,0.0066129998303949,0.0062179998494684,0.0003949999809264,0.0635252477467122,positive,0.27171402418245516
DAI-USD,0.3190979530398372,1.0009000301361084,0.9975950121879578,0.0033050179481506,0.003312985638232,positive,0.27073631223812683
SOL-USD,0.3230515822232435,20.3048152923584,18.774215698242188,1.530599594116211,0.0815266863190199,positive,0.26236484194190396
OKT-USD,0.3159505711380216,13.264095306396484,12.522224426269531,0.7418708801269531,0.0592443366987283,positive,0.2596713349625091
FRAX-USD,0.2677860775277289,0.9996880292892456,0.9968159794807434,0.0028720498085021,0.002881223683832,positive,0.2271859823459948
KSM-USD,0.283030726472778,19.95518684387207,18.210981369018555,1.7442054748535156,0.0957776760905838,positive,0.22620946608827372
CDAI-USD,0.2533014282833306,0.022436000406742,0.0223699994385242,6.600096821779769e-05,0.0029504233292082,positive,0.21486365054144974
ELF-USD,0.1855834166246378,0.4017490148544311,0.3594090044498443,0.0423400104045867,0.117804534333795,positive,0.14007522398087285
TUSD-USD,0.1530080767933549,1.00029194355011,0.99727201461792,0.00301992893219,0.0030281897896704,positive,0.12960263680590112
BUSD-USD,0.1423501508389213,1.0013699531555176,0.9995229840278624,0.0018469691276551,0.0018478505818968,positive,0.12072045062579859
DOGE-USD,0.1468730406847015,0.0633070021867752,0.0599070005118846,0.0034000016748905,0.0567546638262432,positive,0.1163288850080598
USDD-USD,0.1062965241526668,0.9992390275001526,0.996146023273468,0.0030930042266845,0.0031049707115434,positive,0.08988629992303526
FLUX-USD,0.1184125337617734,0.3493619859218597,0.3169789910316467,0.032382994890213,0.1021613286887519,positive,0.08532645439419459
USDC-USD,0.0881115574950419,1.0007590055465698,0.9997469782829284,0.0010120272636414,0.0010122833933238,positive,0.07474298136178704
FDUSD-USD,0.0872070144155014,0.9997837543487548,0.9989126324653624,0.0008711218833923,0.000872070144155,positive,0.07399515173155294
USDT-USD,0.0066181076433419,1.0006760358810425,0.99905925989151,0.0016167759895324,0.0016182983877333,positive,0.00538264673868062
CUSDC-USD,-5.6964115374142754e-05,0.0228889994323253,0.0228889863938093,1.3038515999513889e-08,5.696414762621541e-07,negative,-4.8504944289460666e-05
NFT-USD,-0.0016074826485982,0.018308000639081,0.0183077063411474,2.9429793360277734e-07,1.6075084891509835e-05,negative,-0.0013687715140421964
SUI-USD,-0.0053759794302309,0.0037179999053478,0.0035399999469518,0.000177999958396,0.0502824748766652,negative,-0.012111953747196045
KDA-USD,-0.0291522260688705,0.497094988822937,0.4623279869556427,0.0347670018672943,0.0751998642700165,negative,-0.0360593717990424
ENJ-USD,-0.1215399157479285,0.237414002418518,0.2166730016469955,0.0207410007715225,0.0957248970285363,negative,-0.11766766294001965
LPT-USD,-0.121401182234923,5.976209163665772,5.393196105957031,0.5830130577087411,0.1081015869355791,negative,-0.1194062429400214
OCEAN-USD,-0.2933596091230175,0.331932008266449,0.3125810027122497,0.0193510055541992,0.0619071708974364,negative,-0.25864174338918033
MATIC-USD,-0.4663610694959827,0.5432220101356506,0.5019909739494324,0.0412310361862182,0.0821350150219466,negative,-0.4087271613248773
WOO-USD,-0.5148275368998616,0.1769009977579116,0.1627950072288513,0.0141059905290603,0.0866487908270468,negative,-0.4506007249889394
EURT-USD,-0.6647145509949032,1.0703840255737305,1.0496746301651,0.0207093954086303,0.0197293473744078,negative,-0.5679667704518289
XCH-USD,-0.766779628654647,27.82593536376953,26.28346443176269,1.5424709320068395,0.0586859824362733,negative,-0.660565581721891
ATOM-USD,-0.7957787596534066,7.493831157684326,6.907978057861328,0.585853099822998,0.0848081877093244,negative,-0.6891331738617943
SUSHI-USD,-0.8742536852702691,0.6197980046272278,0.5740270018577576,0.0457710027694702,0.0797366720055656,negative,-0.7550761332805637
NEAR-USD,-0.9419655696685206,1.1513030529022217,1.0618029832839966,0.0895000696182251,0.0842906556369006,negative,-0.8133143325637776
ROSE-USD,-1.0801931791395725,0.0446880012750625,0.0402670018374919,0.0044209994375706,0.1097921185046929,negative,-0.9346330200443406
TWT-USD,-1.106451715242493,0.8050910234451294,0.7517499923706055,0.0533410310745239,0.0709558119266695,negative,-0.9511273297451195
RVN-USD,-1.1585744163967109,0.0156880002468824,0.0144159998744726,0.0012720003724097,0.0882353207190448,negative,-0.998023552045061
SKL-USD,-1.1847210412475138,0.0232580006122589,0.0212440006434917,0.0020139999687672,0.0948032342196435,negative,-1.0212333701933334
AUDIO-USD,-1.2152744763835912,0.1546200066804886,0.1441410034894943,0.0104790031909942,0.0726996686391048,negative,-1.0438882552219182
PAXG-USD,-1.270035580703598,1922.78955078125,1879.7255859375,43.06396484375,0.0229097082924857,negative,-1.0829666998419312
FLR-USD,-1.3072738327006088,0.0113819995895028,0.0107667744159698,0.0006152251735329,0.0571410851350677,negative,-1.1197539205657776
AMP-USD,-1.3408699923527418,0.0017440000083297,0.0016174891497939,0.0001265108585358,0.0782143475595616,negative,-1.1514716456337648
KUB-USD,-1.397147732648083,1.062554955482483,1.014201045036316,0.0483539104461669,0.0476768493611989,negative,-1.1947271001550503
VET-USD,-1.6243942490570762,0.0179479997605085,0.0163269992917776,0.0016210004687308,0.0992834286179731,negative,-1.3956276259912106
XAUT-USD,-1.693962398114696,1930.071533203125,1873.025146484375,57.04638671875,0.0304568183859275,negative,-1.4444365611553807
BLUR-USD,-1.806126665461526,0.1905039995908737,0.1674740016460418,0.0230299979448319,0.13751386912881,negative,-1.5558347460116186
DYDX-USD,-1.8580589033345296,2.067178010940552,1.863026976585388,0.2041510343551642,0.1095802889174146,negative,-1.5957871111719624
WBT-USD,-2.001610879154026,5.329202175140381,5.177224159240723,0.1519780158996582,0.0293551160284214,negative,-1.705772514685185
FET-USD,-2.3108717034027944,0.2366899996995926,0.2101349979639053,0.0265550017356872,0.1263711518451991,negative,-1.9831966206691551
RBN-USD,-2.5754012720193944,0.1703460067510604,0.1552589982748031,0.0150870084762572,0.0971731664116099,negative,-2.2036670561782263
AKT-USD,-2.6681485494679653,0.8993189930915833,0.7671549916267395,0.1321640014648437,0.1722780962222407,negative,-2.293767981481107
NEXO-USD,-3.067057429699077,0.583516001701355,0.5432180166244507,0.0402979850769043,0.0741838154178232,negative,-2.6181263875568885
RNDR-USD,-3.982786171970607,1.6591930389404297,1.4673370122909546,0.1918560266494751,0.1307511669387594,negative,-3.40498092121583
XDC-USD,-3.9827928708003313,0.0545549988746643,0.0469920001924037,0.0075629986822605,0.1609422593482871,negative,-3.4095152790825245
