period,AAVE-USD,ANKR-USD,AXS-USD,BAND-USD,BCH-USD,BNB-USD,C98-USD,CAKE-USD,CDT-USD,CELO-USD,CFX-USD,CRV-USD,CUSDT-USD,DEL-USD,ENS-USD,FIL-USD,FRXETH-USD,GLM-USD,GUSD-USD,HIVE-USD,HOT-USD,ICX-USD,INJ-USD,JASMY-USD,KAVA-USD,KNC-USD,KRD-USD,LINK-USD,LRC-USD,LTC-USD,MANA-USD,MC-USD,MKR-USD,POLYX-USD,PUNDIX-USD,QTUM-USD,SETH2-USD,SFRXETH-USD,SHIB-USD,SNT-USD,STX-USD,SXP-USD,TFUEL-USD,THETA-USD,TRB-USD,USTC-USD,WBTC-USD,WCFG-USD,WEMIX-USD,ZEC-USD
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.753999948501587,,,,,,,,,,,,,,,,,,,,
2014-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.576090097427368,,,,,,,,,,,,,,,,,,,,
2014-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7189300060272217,,,,,,,,,,,,,,,,,,,,
2015-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8734999895095825,,,,,,,,,,,,,,,,,,,,
2015-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8407299518585205,,,,,,,,,,,,,,,,,,,,
2015-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6526000499725342,,,,,,,,,,,,,,,,,,,,
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4398399591445923,,,,,,,,,,,,,,,,,,,,
2015-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6370799541473389,,,,,,,,,,,,,,,,,,,,
2015-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0867600440979,,,,,,,,,,,,,,,,,,,,
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.641039848327637,,,,,,,,,,,,,,,,,,,,
2015-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8420701026916504,,,,,,,,,,,,,,,,,,,,
2015-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.009779930114746,,,,,,,,,,,,,,,,,,,,
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8043301105499268,,,,,,,,,,,,,,,,,,,,
2015-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.621220111846924,,,,,,,,,,,,,,,,,,,,
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4801700115203857,,,,,,,,,,,,,,,,,,,,
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0521600246429443,,,,,,,,,,,,,,,,,,,,
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4461100101470947,,,,,,,,,,,,,,,,,,,,
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2570700645446777,,,,,,,,,,,,,,,,,,,,
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.659749984741211,,,,,,,,,,,,,,,,,,,,
2016-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.650390148162842,,,,,,,,,,,,,,,,,,,,
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19350004196167,,,,,,,,,,,,,,,,,,,,
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.013820171356201,,,,,,,,,,,,,,,,,,,,
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7974400520324707,,,,,,,,,,,,,,,,,,,,
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.841599941253662,,,,,,,,,,,,,,,,,,,,
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.993959903717041,,,,,,,,,,,,,,,,,,,,
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8937900066375732,,,,,,,,,,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.325290203094482,,,,,,,,,,,,,,,,,,,,
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.078639984130859,,,,,,,,,,,,,,,,,,,,
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7709898948669434,,,,,,,,,,,,,,,,,,,,
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.667059898376465,,,,,,,,,,,,,,,,,,,,
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.705599784851074,,,,,,,,,,,,,,,,,,,,
2017-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.29759979248047,,,,,,,,,,,,,,,,,,,,
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.35430145263672,,,,,,,,,,,,,,,,,,,,
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.022701263427734,,,,,,,,,,,,,,,,,,,,
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.05509948730469,,,,,,,,,,,,,,,,,,,,
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.142398834228516,,,,,,,,,,,,,,,,,,,,
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.75410079956055,,,,,,,,,,,,,,,,,,,,
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.33070373535156,,,,,,,,,,,,,,,,,,,,
2017-12-01,,,,,2533.010009765625,8.635580062866211,,,,,,,,,,,,0.8421379923820496,,,,5.353529930114746,,,,,,0.6015520095825195,0.45858699083328247,232.0959930419922,0.10199899971485138,,959.9140014648438,,,62.397499084472656,,,,0.22466899454593658,,,,,,,,,,505.510986328125
2018-01-01,,,,,1486.8900146484375,11.145000457763672,,,,,,,,,,24.603200912475586,,0.46660900115966797,,,,7.684299945831299,,,,,,0.6201459765434265,0.9263550043106079,163.3509979248047,0.12743200361728668,,1386.989990234375,,,42.115699768066406,,,,0.24217599630355835,,,,,,,,,,397.8819885253906
2018-02-01,,,,,1204.1600341796875,10.438199996948242,,,,,,,,,,18.434900283813477,,0.36380499601364136,,,0.06333400309085846,3.550960063934326,,,,,,0.6614469885826111,0.5515819787979126,202.89500427246094,0.10524000227451324,,1028.8199462890625,,,26.215499877929688,,,,0.1632169932126999,,,,0.14566999673843384,,,,,,382.0329895019531
2018-03-01,,,,,685.2470092773438,11.055899620056152,,,,,,,,,,8.06406021118164,,0.20090800523757935,,,0.02123199962079525,2.20661997795105,,,,,,0.2801710069179535,0.3840999901294708,116.60700225830078,0.0708170011639595,,517.5499877929688,,,14.245800018310547,,,,0.08883599936962128,,,,0.11652900278568268,,,,,,185.53500366210938
2018-04-01,,,,,1350.050048828125,14.312100410461426,,,,,,,,,,14.48960018157959,,0.5564029812812805,,,0.07891900092363358,4.339630126953125,,,,,,0.5446910262107849,0.924452006816864,148.4770050048828,0.15491700172424316,,1048.719970703125,,,22.63800048828125,,,,0.1580830067396164,,,,0.14290599524974823,,,,,,285.1449890136719
2018-05-01,,,,,995.343994140625,14.190199851989746,,,,,,,,,,8.318260192871094,,0.6089890003204346,,,0.06055799871683121,2.772599935531616,,,,,,0.34477299451828003,0.5176849961280823,118.0739974975586,0.10536199808120728,,752.7379760742188,,,13.35219955444336,,,,0.10093600302934647,,,,0.24550999701023102,,,,,,245.67300415039062
2018-06-01,,,,,748.708984375,14.657299995422363,,,,,,,,,,7.009009838104248,,0.3627369999885559,,,0.029030999168753624,1.5649299621582031,,,,,,0.22661900520324707,0.35653701424598694,81.3740005493164,0.0868149995803833,,530.9169921875,,,8.572790145874023,,,,0.0672369971871376,,,,0.16279900074005127,,,,,,163.98500061035156
2018-07-01,,,,,777.14599609375,13.775400161743164,,,,,,,,,,5.463510036468506,,0.26815301179885864,,,0.025283999741077423,1.111050009727478,,,,,,0.2939339876174927,0.23875799775123596,79.70230102539062,0.11144299805164337,,609.5159912109375,,,6.939690113067627,,,,0.06049500033259392,,,,0.11275800317525864,,,,,,209.5709991455078
2018-08-01,,,,,543.0780029296875,11.013799667358398,,,,,,,,,,4.670340061187744,,0.17716500163078308,,,0.013296999968588352,0.9042350053787231,,,,,,0.32809901237487793,0.12050700187683105,61.925498962402344,0.07769700139760971,,443.1109924316406,,,4.6696600914001465,,,,0.04232599958777428,,,,0.1005840003490448,,,,,,150.35899353027344
2018-09-01,,,,,529.9249877929688,10.017800331115723,,,,,,,,,,3.65693998336792,,0.15366899967193604,,,0.010525000281631947,0.656138002872467,,,,,,0.3318980038166046,0.10482300072908401,61.14189910888672,0.07563599944114685,,494.2229919433594,,,3.8917200565338135,,,,0.037682000547647476,,,,0.09337799996137619,,,,,,131.9929962158203
2018-10-01,,,,,422.8590087890625,9.364959716796875,,,,,,,,,,3.4989800453186035,,0.16967099905014038,,,0.008898000232875347,0.6438000202178955,,,,,,0.5060439705848694,0.11345499753952026,49.44150161743164,0.07452400028705597,,595.1209716796875,,,3.813960075378418,,,,0.03779799863696098,,,,0.08897099643945694,,,,,,115.4530029296875
2018-11-01,,,,,173.06689453125,5.078571796417236,,,,,,,,,,3.2071499824523926,,0.08628500252962112,1.0147900581359863,,0.0035520000383257866,0.2594349980354309,,,,,,0.32224199175834656,0.04378899931907654,32.064762115478516,0.05758899822831154,,360.0419006347656,,,2.0089669227600098,,,,0.019269999116659164,,,,0.08924999833106995,,,,,,80.9483871459961
2018-12-01,,,,,151.0457000732422,6.164731979370117,,,,,,,,,,2.8176369667053223,,0.06833600252866745,1.0017750263214111,,0.005148000083863735,0.23650699853897095,,,,,,0.2894439995288849,0.03993399813771248,30.468223571777344,0.04542199894785881,,453.97955322265625,,,2.15024995803833,,,,0.017243999987840652,,,,0.04706399887800217,,,,,,56.5439338684082
2019-01-01,,,,,114.81018829345703,6.268435955047607,,,,,,,,,,2.7534749507904053,,0.05695100128650665,1.0094560384750366,,0.002580000087618828,0.1887589991092682,,,,,,0.387690007686615,0.05504399910569191,31.652175903320312,0.03401299938559532,,369.2780456542969,,,1.847828984260559,,,,0.01844099909067154,,,,0.05268999934196472,,,,,,49.00098419189453
2019-02-01,,,,,132.1869659423828,10.365178108215332,,,,,,,,,,3.1586270332336426,,0.06443099677562714,0.9958130121231079,,0.001171999960206449,0.2904990017414093,,,,,,0.4274210035800934,0.0573589988052845,46.23725509643555,0.0438539981842041,,674.7417602539062,,,2.090388059616089,,,,0.02022700011730194,,,,0.14450299739837646,,,3854.58544921875,,,51.82746887207031
2019-03-01,,,,,168.9375457763672,17.401670455932617,,,,,,,,,,3.1982040405273438,,0.09194400161504745,1.0042510032653809,,0.005115999840199947,0.34617799520492554,,,,,,0.5076130032539368,0.06998299807310104,60.75539779663086,0.05643099918961525,,706.9677124023438,,,2.9279279708862305,,,,0.02512500062584877,,,,0.11186899989843369,,,4101.25048828125,,,58.50663757324219
2019-04-01,,0.00900499988347292,,,267.7581481933594,22.127836227416992,,,,,,,,,,5.101329803466797,,0.07581999897956848,1.0035419464111328,,0.005375000182539225,0.34171199798583984,,,,,,0.4731700122356415,0.059664998203516006,74.28087615966797,0.05117600038647652,,549.3268432617188,,,2.450299024581909,,,,0.02296300046145916,,,0.008179999887943268,0.09351100027561188,,,5357.8642578125,,,60.57847213745117
2019-05-01,,0.007786000147461891,,,445.0699462890625,32.748165130615234,,,,,,,,,,5.502902984619141,,0.09774500131607056,0.9992370009422302,,0.0064860000275075436,0.39904099702835083,,,,,,1.0215200185775757,0.07015900313854218,114.53695678710938,0.05974999815225601,,734.1937866210938,,,3.306335926055908,,,,0.028862999752163887,,,0.014839000068604946,0.13750100135803223,,,8676.8662109375,,,90.47795104980469
2019-06-01,,0.0076299998909235,,,399.4703674316406,32.442481994628906,,,,,,,,,,5.357140064239502,,0.09420499950647354,0.9875659942626953,,0.006849000230431557,0.30619698762893677,,,,,,3.4468889236450195,0.05359699949622154,122.24911499023438,0.049219999462366104,,653.822265625,,,4.9186320304870605,,,,0.027027999982237816,,,0.00927599985152483,0.11382099986076355,,,10639.15625,,,102.8537826538086
2019-07-01,,0.006176999770104885,,,326.5702819824219,27.64455795288086,,,,,,,,,,4.613221168518066,,0.06767299771308899,1.0102620124816895,,0.007430000230669975,0.2692070007324219,,,,,,2.196837902069092,0.04269300028681755,98.50957489013672,0.040800999850034714,,589.6295166015625,,,3.068998098373413,,,,0.02167999930679798,,,0.0076060001738369465,0.1382869929075241,,,10154.1953125,,,68.16867065429688
2019-08-01,,0.003183000022545457,,,279.93951416015625,21.265914916992188,,,,,,,,,,3.4883360862731934,,0.06073300167918205,0.9986310005187988,,0.0072730001993477345,0.2056329995393753,,,,,,1.7902309894561768,0.03418000042438507,64.5760498046875,0.031984999775886536,,474.9115295410156,,,2.1070759296417236,,,,0.015619000419974327,,,0.004776000045239925,0.11908599734306335,,,9674.7294921875,,,44.76991653442383
2019-09-01,,0.002239000052213669,,,228.12289428710938,15.862674713134766,,,,,,,,,,3.261681079864502,,0.04699600115418434,1.0021660327911377,,0.0048779998905956745,0.17666800320148468,,,,,,1.7635070085525513,0.03278400003910065,56.056907653808594,0.027171999216079712,,453.35968017578125,,,1.7066140174865723,,,,0.01267900038510561,,1.4644989967346191,0.003309000050649047,0.08704300224781036,,,8312.416015625,,,38.71641159057617
2019-10-01,,0.002174000022932887,,0.31751400232315063,284.4766540527344,20.000232696533203,,,,,,,,,,5.079010963439941,,0.045653000473976135,1.0013060569763184,,0.004219000227749348,0.16349899768829346,,,,,,2.7379300594329834,0.033934999257326126,58.78068542480469,0.03176400065422058,,543.6073608398438,,,2.159734010696411,,,,0.013016000390052795,,1.1264489889144897,0.003401000052690506,0.09382499754428864,,,9221.177734375,,,37.904991149902344
