Date,Open,High,Low,Close,Volume,Market Cap
01-12-2022,17168.002137625317,17197.49725344472,16888.38788761444,16967.13366710075,22895392882.21,326142124579.08
30-11-2022,16445.47748855228,17190.93827300782,16445.47748855228,17168.56554848644,29523576583.08,329997633644.39
29-11-2022,16217.639903770933,16522.257470665474,16139.396275247083,16444.98327002905,23581685467.5,316074930082.57
28-11-2022,16440.222087898794,16482.933543310384,16054.53021534078,16217.322467641055,27743025156.05,311686396568.46
27-11-2022,16463.883171590274,16594.405472441995,16437.02533441152,16444.626834548457,20443898508.94,316040534591.72
26-11-2022,16521.577024910126,16666.862927005834,16416.228690260028,16464.281079365555,18000008764.22,316404791284.87
25-11-2022,16602.269516497403,16603.31699288261,16388.40495351409,16521.84101896077,18678255975.67,317499392769.32
24-11-2022,16611.637672358618,16771.47524317893,16501.76805488462,16604.46501795427,26129037414.48,319074189335.14
23-11-2022,16195.588669774414,16638.19248653868,16170.502495775037,16610.7064149352,32958875628.23,319180537510.23
22-11-2022,15782.301230536288,16253.047746702146,15656.606060116139,16189.769531934091,30726828760.3,311078520948.59
21-11-2022,16291.223799578982,16291.223799578982,15599.047175382899,15787.284094521752,37429485517.93,303332140406.92
20-11-2022,16712.920458367662,16746.780157269564,16248.692829299347,16291.8324676929,21313378651.69,313012826679.9
19-11-2022,16696.219905182574,16797.87699736105,16570.410748351132,16711.547793796504,16106223491.51,321061621175.61
18-11-2022,16687.911575071244,16947.05840111188,16564.61168003081,16697.77766778654,26862218608.57,320781106962.52
17-11-2022,16670.426756200326,16726.438844788194,16460.68348704278,16687.51795054106,27868914021.95,320570440520.86
16-11-2022,16884.341187944265,16960.29517836233,16430.111281780155,16669.44014477405,33925512988.62,320208159886.93
15-11-2022,16617.484737989726,17051.96196720474,16542.55126721595,16884.613907054605,36599436182.62,324326299579.98
14-11-2022,16352.028563420386,17109.323354054974,15872.941612674758,16618.199228890797,49630243054.06,319192915033.18
13-11-2022,16799.722291055714,16920.766400155015,16320.635153276064,16353.365717176099,27209183682.26,314093257178.25
12-11-2022,17036.875408441774,17066.675491252296,16651.774769724314,16799.184738399876,29717699419.42,322642084634.09
11-11-2022,17583.252430510052,17650.94405254207,16543.482390135327,17034.29313471333,55871616488.33,327139766936.22
10-11-2022,15883.15822691518,18054.311779066138,15834.018093252147,17586.77144954725,83202283720.96,337735690619.8
09-11-2022,18543.761249619893,18590.459569580897,15682.692842780652,15880.779849172332,102905151606.28,304958504278.2
08-11-2022,20600.67274715879,20664.60652029959,17603.54436900462,18541.271853223814,118992465606.57,356030188152.67
07-11-2022,20924.62048404909,21053.246149529263,20489.973343695598,20602.816725269906,53510852236.18,395596352770.07
06-11-2022,21285.056663911386,21345.37679278884,20920.19068403618,20926.485973821505,35082693210.3,401792318391.34
05-11-2022,21144.83146578881,21446.886096690843,21097.635417108453,21282.69129591641,37846047609.23,408613690153.42
04-11-2022,20208.7694981217,21209.561042305395,20188.0187146493,21147.229732238487,64072727949.72,405992446610.67
03-11-2022,20162.689227896553,20382.096320645098,20086.24090339057,20209.987415003863,43228750179.43,387983112928.37
02-11-2022,20482.959693755372,20742.811011066202,20087.134483620648,20159.503067104524,55552169483.42,386993271473.89
01-11-2022,20494.897622939236,20647.289720357683,20359.845479716354,20485.273243090294,39819303159.15,393230695987.89
31-10-2022,20633.696071095317,20795.321223177747,20287.459087988613,20495.774232032527,45668466815.41,393413045572.67
30-10-2022,20817.982251842404,20917.006239851922,20547.46342477446,20635.603747684276,31486345555.64,396075135322.21
29-10-2022,20595.103841969667,20988.394470423613,20566.484616724767,20818.47616443884,40369840645.23,399567972100.27
28-10-2022,20287.956094786256,20724.98029964302,20086.06823011306,20595.35193660123,43994715910.3,395266756395.28
27-10-2022,20772.803027102687,20854.044215933114,20255.373144335506,20285.836775701682,49625110402.03,389306507854.33
26-10-2022,20092.23718809519,20938.133812687523,20076.11777157532,20770.441271629403,58895950537.09,398588922090.83
25-10-2022,19344.96442021395,20348.41158417784,19261.44712585322,20095.85645544717,47761524909.94,385624152241.56
24-10-2022,19567.769580384924,19589.124575528083,19206.324306708124,19345.57234828513,30202235804.59,371211779873.32
23-10-2022,19207.734650775248,19646.651541546595,19124.19696484497,19567.00739805294,22128794335.13,375444263357.02
22-10-2022,19172.380608580974,19248.067672211775,19132.243193413342,19208.190246004346,16104440957.47,368541303588.26
21-10-2022,19053.203045616505,19237.385606151693,18770.97006051153,19172.46921726924,32459287865.69,367839754255.23
20-10-2022,19138.08505687014,19315.19896864566,18971.458649274926,19053.740240536765,24493974419.53,365543015077.49
19-10-2022,19335.02644145188,19348.416809620576,19127.688369957425,19139.534351389357,22425387183.91,367171621206.39
18-10-2022,19550.466742932043,19666.995005967685,19144.770176278835,19334.41514998285,30580012344.21,370891718468.24
17-10-2022,19268.562102307453,19635.802281363132,19173.33472358563,19550.75729991318,27472552998.34,375024092833.74
16-10-2022,19068.91355993786,19389.6035200638,19068.91355993786,19268.092800861934,17988916650.36,369584293835.81
15-10-2022,19185.437303811446,19212.54160761659,19019.250125219165,19067.635082288427,16192235531.97,365722351004.5
14-10-2022,19382.53397217804,19889.146270975412,19115.407318499372,19185.65670032703,38452356726.7,367967465552.59
13-10-2022,19156.96661332697,19453.32797149125,18319.822629614115,19382.904033633087,44219840003.89,371731749298.26
12-10-2022,19052.64578600759,19203.198651051654,19029.758329129058,19157.446286852537,24950173846.05,367391447229.96
11-10-2022,19138.999877483147,19241.96023569531,18925.603221817615,19051.41826947727,28711532910.3,365340817941.08
10-10-2022,19446.416225133773,19515.467287660194,19102.979239623415,19141.483505012173,27425022773.59,367049182259.43
09-10-2022,19417.479411166132,19542.538653542095,19349.25895339935,19446.426194132677,16837262532.25,372876821416.38
08-10-2022,19546.328837739784,19601.695455117493,19299.41361902811,19416.567849523348,16437423166.71,372284398575.26
07-10-2022,19957.55908041741,20041.085579829185,19395.79324021193,19546.849710149883,29227315390.11,374761116006.47
06-10-2022,20161.03843820979,20408.391839881628,19900.088532978476,19955.443672368598,34711412966.17,382574032285.78
05-10-2022,20335.899579376473,20343.748520269062,19801.800661202462,20160.716171606804,33223790572.36,386489739242.67
04-10-2022,19623.584689448744,20380.344182520283,19523.840123958253,20336.842949206013,35887278684.83,389843287588.34
03-10-2022,19044.067849811498,19653.542952904896,19025.226285446846,19623.580334555998,30484729488.71,376151028151.32
02-10-2022,19311.848708225836,19370.309280933485,18970.620583252872,19044.107272371097,20765955327.49,365024821953.69
01-10-2022,19431.10494591723,19471.15486711021,19231.0818744273,19312.094732131416,18719537669.88,370142714486.9
30-09-2022,19573.431421230798,20109.85030130757,19265.66239970878,19431.78944659943,43975248084.73,372414733487.45
29-09-2022,19427.780190523128,19589.26621148917,18924.353453070675,19573.05031400065,41037843771.3,375100872175.06
28-09-2022,19104.620789502645,19688.344373336102,18553.297357607673,19426.721331678913,53071298733.51,372279603227.33
27-09-2022,19221.84071275122,20338.455461136455,18915.668722274404,19110.546550991752,58571439618.96,366202733264.3
26-09-2022,18803.90063289787,19274.87349825737,18721.285851353183,19222.67218417039,44148798320.6,368335944295.86
25-09-2022,18936.31151524196,19134.73319426829,18696.46830381677,18802.097975676545,23359966112.45,360259346858.07
24-09-2022,19296.990703569038,19310.19760761166,18861.973998958467,18937.01117567154,26149643167.68,362826506171.96
23-09-2022,19412.39992542163,19464.67234839256,18617.55300989774,19297.637840008694,38896078052.07,369718966324.75
22-09-2022,18534.64959547727,19456.91090106223,18415.591496855097,19413.55162082187,41135767926.23,371923967755.44
21-09-2022,18891.282889531798,19674.630331478547,18290.31518822502,18547.39975982615,46363793974.56,355314855623.96
20-09-2022,19545.591275415263,19602.45674588385,18813.455010972895,18890.78909636913,36791346508.26,361876433047.07
19-09-2022,19418.571421509565,19639.47973254867,18390.3187095743,19544.12924967429,40177002623.56,374373522207.39
18-09-2022,20127.23394762749,20127.23394762749,19387.491347831052,19419.506190766973,31254779143.63,371970445843.4
17-09-2022,19777.03402833151,20162.532021771345,19777.03402833151,20127.576657178884,24957448100.3,385513277844.78
16-09-2022,19704.005440526256,19870.62976581665,19400.075449303535,19772.58420556779,30123362272.94,378693173324.34
15-09-2022,20242.289908387913,20318.166391880794,19636.733774286808,19701.209962566052,36389011503.32,377311288517.09
14-09-2022,20184.555325164954,20467.201432782444,19793.396718166267,20241.089801830654,37872380889,387631908834.78
13-09-2022,22371.48063978407,22673.819766285604,20062.670699488786,20296.70781387527,51091116621.52,388682319976.46
12-09-2022,21770.14813305873,22439.181008979318,21603.895779278708,22370.448649932,50212088965.2,428373958242.42
11-09-2022,21678.543569706628,21770.55319063439,21406.944641111553,21769.256339556683,34493951963.3,416840289162.08
10-09-2022,21376.91171453879,21760.275770575212,21168.721721800943,21680.53941342801,36913738894.15,415117548315.38
09-09-2022,19328.139929463316,21439.409317162346,19310.962575438858,21381.15285528657,48469528170.65,409363809141.16
08-09-2022,19289.940569121,19417.35159322524,19076.714523463485,19329.834933426577,32194477849.95,370071738762.96
07-09-2022,18837.683320773453,19427.172670784956,18644.467227058507,19290.32387359376,35239757133.88,369299496559.04
06-09-2022,19817.724065572373,20155.268716860086,18800.171655066068,18837.66771237502,43403978910.41,360616650169.4
05-09-2022,19988.789818433175,20031.160251574245,19673.04733875358,19812.37147875423,28813460025.44,379258182345.46
04-09-2022,19832.47129556646,19999.689645047867,19636.81657365489,19986.713839219963,25245861651.62,382576542382.13
03-09-2022,19969.718346916892,20037.010648596926,19698.35519233295,19832.08772933853,23613051457.08,379595440556.6
02-09-2022,20126.072780901522,20401.56763327601,19814.766048983613,19969.771177460185,29123998927.55,382212933183.84
01-09-2022,20050.498669841865,20198.391198499645,19653.968458882307,20127.140269430896,30182031009.86,385208305831.58
31-08-2022,19799.581315787203,20420.990420175203,19799.581315787203,20049.76318937261,33225232872.06,383710102294.98
30-08-2022,20298.61208082999,20542.644969647983,19617.64095004422,19796.80940241047,34483360282.77,378850670474.32
29-08-2022,19615.153362859797,20357.463233457594,19600.785034825636,20297.994635306477,32637854077.72,388422039679.33
28-08-2022,20041.03480395418,20139.05423328289,19616.814984443863,19616.814984443863,24366810590.82,375367382007.85
27-08-2022,20262.480311022402,20340.774563673953,19890.523328250318,20041.73845305508,30116729775.56,383478483268.59
26-08-2022,21596.085314556974,21804.908008099064,20199.48338389128,20260.018649424077,42326789563.56,387636192940.59
25-08-2022,21395.458389989148,21789.636836285154,21362.441259908275,21600.905141669937,31028679593,413267825941.47
24-08-2022,21526.455593085484,21783.07572274634,21195.006694910768,21395.02007149252,31962253368.02,409308514098.09
23-08-2022,21401.045669959727,21646.203761836543,20955.138156081837,21528.08737168398,31878280659.1,411833237128.08
22-08-2022,21531.46384880662,21531.46384880662,20939.18417270787,21398.9083503016,31666498757.58,409340103013.27
21-08-2022,21160.392783176445,21668.84590773835,21103.196808425557,21534.121230814173,23102307723.19,411906673576.29
20-08-2022,20872.842173501398,21350.806299165055,20856.731335579087,21166.060396104986,27595671000.41,404848126556.26
19-08-2022,23213.31324159989,23213.31324159989,20868.84743863899,20877.553692219353,40509610259.78,399309311305.82
18-08-2022,23341.038978010583,23563.831593730618,23177.602469968748,23212.739077042832,23747613147.14,443947256035.75
17-08-2022,23881.315512357407,24407.0579067141,23243.3544559916,23335.99822236052,30931623076.08,446283604019.97
16-08-2022,24126.136482577618,24228.415611524542,23733.499329500355,23883.290546734555,27753685645.65,456730745422.92
15-08-2022,24318.31548303852,25135.590396068576,23839.77497510362,24136.972424664084,35123501684.8,461560003436.79
14-08-2022,24429.05743708156,24974.914208849306,24206.259772394627,24319.333922599963,22994133555.22,465024405299.05
13-08-2022,24402.18747061798,24860.050358193625,24346.114712721206,24424.06783115068,22987346288.83,467007252128.58
12-08-2022,23957.20306053137,24412.566105595215,23657.265304318324,24402.818505755808,27265804687.74,466578839477.74
11-08-2022,23948.34612720597,24822.62968261603,23900.996865780264,23957.530194268213,37127036580.1,458043109398.07
10-08-2022,23162.89884942404,24127.414416091215,22771.520469828967,23947.643425349972,32837431721.55,457833729141.91
09-08-2022,23811.483521591905,23898.615369544197,22981.999927379937,23164.317986281327,23555719218.86,442835162483.49
08-08-2022,23179.527049985405,24203.6888656304,23176.547253281602,23809.487114518823,28575544847.49,455148536623.69
07-08-2022,22963.506243621858,23359.00907631459,22894.556235250388,23175.89084908056,15886817042.79,443014963855.4
06-08-2022,23291.42406079369,23326.561622217032,22961.278967129132,22961.278967129132,15978259884.75,438890198160.7
05-08-2022,22626.833391275144,23422.827696113807,22612.178514574123,23289.314277414138,28881249043.31,445137234251.88
04-08-2022,22848.214384500436,23198.01010723992,22485.700655571534,22630.956732133352,25120229769.19,432532599006.89
03-08-2022,22981.302705754573,23578.65044450395,22747.836440439187,22846.50705797548,26288169966.18,436633304289.21
02-08-2022,23308.43417279304,23415.04132917102,22710.083979637155,22978.116592947506,28389250717.43,439128030641.55
01-08-2022,23336.71805186043,23464.78627722442,22890.796021169328,23314.199432537094,25849159140.74,445527356895.96
31-07-2022,23652.069662121907,24121.64257825973,23275.702500450712,23336.895604984285,23553591896.25,445941074223.04
30-07-2022,23796.81861062155,24572.579421746883,23580.508484479444,23656.207025584175,28148218300.58,452020722098.65
29-07-2022,23845.212373894152,24294.78645683116,23481.173139669118,23804.633234567213,35887249745.78,454837507676.2
28-07-2022,22933.641248968772,24110.469919684925,22722.265123275796,23843.88620773817,40212386157.74,455565748691.77
27-07-2022,21244.16955918891,22986.529403004854,21070.8061258165,22930.548445700042,31758955233.31,438095993233.22
26-07-2022,21361.12187130348,21361.12187130348,20776.81608248064,21239.754379825084,28624673855.33,405770108604.64
25-07-2022,22607.155546771657,22649.12136656825,21361.64345454413,21361.700521903997,35574561406.16,408078695877.99
24-07-2022,22465.509266066096,22974.002672175862,22306.840180484956,22609.164770669046,23565495302.99,431888879541.1
23-07-2022,22706.983427210867,22977.21100155044,22002.91061482952,22465.477627424836,24021799168.58,429122209145.36
22-07-2022,23163.75206257678,23671.928528423792,22603.415100676466,22714.979148228704,31421555645.94,433866028177.06
21-07-2022,23233.20197091283,23388.322172163498,22431.149394530777,23164.62875470473,33631012203.97,442435421338.91
20-07-2022,23393.192011630057,24196.81921397772,23009.94976320096,23231.731965117207,42932549127.33,443696738856.27
19-07-2022,22467.85009614443,23666.962253708287,21683.406376392304,23389.43284647952,48765202697.15,446690803766.25
18-07-2022,20781.911503996675,22633.03343622373,20781.911503996675,22485.68925217611,39974475561.94,429412153274.1
17-07-2022,21195.041213834647,21600.640119359858,20778.17987522355,20779.344539850914,22927802082.64,396808327004.88
16-07-2022,20834.10412942899,21514.403330219422,20518.898781973472,21190.315667621857,24302954056.04,404639672831.08
15-07-2022,20573.156297917543,21138.243327044824,20396.999134385405,20836.32864452433,25905575358.62,397861215081.44
14-07-2022,20211.465955545355,20789.893672194154,19689.258743333994,20569.920061528435,31158743333.4,392755738689.37
13-07-2022,19325.972724650128,20223.05264789267,18999.953131778995,20212.073498093006,33042430345.48,385908229967.86
12-07-2022,19970.475022939816,20043.445406663748,19308.53061690194,19323.914856106,25810220017.7,368936762200.6
11-07-2022,20856.35296768496,20856.35296768496,19924.53979689857,19970.55659323297,24150249024.63,381264246558.41
10-07-2022,21591.080802162654,21591.080802162654,20727.123494757994,20860.449393062256,28688807249.03,398237577323.43
09-07-2022,21716.82858548147,21877.13932171291,21445.956235320387,21592.206074330286,29641127858.06,412185216767.56
08-07-2022,21637.15505158262,22314.94053740856,21257.453547475034,21731.116583397274,49899834488.21,414819851681.33
07-07-2022,20547.81424115234,21771.816553089335,20296.10312229111,21637.587750243652,25814972520.24,413013947459.11
06-07-2022,20194.61949892409,20595.5296078308,19823.511202801477,20548.245871969462,24598943708.23,392200896304.73
05-07-2022,20225.353436423593,20635.467741024517,19341.2331538775,20190.11466952338,26715546990.31,385349780369.64
04-07-2022,19297.314185582756,20258.74720981727,19063.06619536857,20231.26151180262,21594638208.11,386119553712.38
03-07-2022,19242.094762817593,19558.268865803522,18966.9506341661,19297.07608279282,16390821947.43,368272636367.55
02-07-2022,19274.836282974753,19371.747657421627,19027.081355102553,19242.255580240962,18100418739.96,367208487556.97
01-07-2022,19820.4704741998,20632.67126128102,19073.70840475144,19269.366685909754,30767551158.55,367709366218.78
30-06-2022,20108.312337630447,20141.160360999285,18729.656227933654,19784.72649462487,26267239923.25,377526215552.49
29-06-2022,20281.16946117985,20364.156096733765,19937.791078366947,20104.023177781735,23552740327.93,383598071095.42
28-06-2022,20731.544346385122,21164.424097254392,20228.81157923465,20280.635650145767,21381535160.78,386949194397.61
27-06-2022,21028.238226728357,21478.089363806357,20620.198507384866,20735.4779474249,20965695707.02,395606854741.09
26-06-2022,21496.494739785347,21783.724765832852,21016.268806192104,21027.29530880669,18027170496.51,401157940864.2
25-06-2022,21233.60987142278,21520.914637649694,20964.585007603713,21502.338688026244,18372538715.34,410202265385.35
24-06-2022,21084.648061790565,21472.917912877045,20777.51158032888,21231.65577144455,24957784918.21,405018505024.32
23-06-2022,19986.60710158103,21135.762237054718,19950.11622522559,21085.877161242155,26188097172.81,402219959760.78
22-06-2022,20719.413927210015,20835.7503482133,19848.078667628237,19987.029049379726,28574793477.85,381240087223.77
21-06-2022,20594.29483720139,21620.628520289953,20415.061882275015,20710.59710173896,28970212744.12,395025644879.73
20-06-2022,20553.37025443907,20913.32190242419,19689.169511010365,20599.537964795574,30818458597.14,392888024958.72
19-06-2022,19010.902084120167,20683.821565938004,18067.151918689964,20553.271821747236,35329942624.94,391988917193.6
18-06-2022,20473.424978931507,20736.04106091547,17708.62371258959,19017.64235502154,42009436760.13,362685324229.12
17-06-2022,20385.718710143447,21243.312042088248,20326.518564526363,20471.48189249138,27132421513.81,390391528176.49
16-06-2022,22576.30534618698,22868.921135556324,20265.225711910054,20381.651212902376,31183975653.76,388664840556.76
15-06-2022,22196.730183479227,22642.672354628117,20178.376040590578,22572.839823190214,54912007015.02,430432160005.57
14-06-2022,22487.98717509208,23018.95076541317,20950.818279717838,22206.79279005828,50913575242.48,423429131864.08
13-06-2022,26737.577660148556,26795.589817594573,22141.257540705854,22487.387925845906,68204556439.95,428759852105.36
12-06-2022,28373.514252249453,28502.685070937976,26762.649037903913,26762.649037903913,34163220273.81,510252464820.78
11-06-2022,29084.666534527954,29401.916296204832,28236.21191690781,28360.81135854195,27246574438.64,540698499860.06
10-06-2022,30110.329519902793,30245.80862377711,28978.147053164477,29083.80472095406,29867476526.98,554455834485.63
09-06-2022,30215.278974580273,30609.310488057887,30020.264843224537,30111.99792242348,21692004719.49,574029141738.88
08-06-2022,31151.47989466442,31253.690860741604,29944.403480882345,30214.356242025027,30242059107.41,575953219487.92
07-06-2022,31371.741259994265,31489.68325235748,29311.683556257496,31155.478701849763,40770974039.33,593857882016.71
06-06-2022,29910.283723596356,31693.290111480805,29894.187330177796,31370.67194769253,31947336828.66,597927548347.45
05-06-2022,29835.118131770243,30117.743447499455,29574.44953148884,29906.66174779145,17264085440.89,569996838236.88
04-06-2022,29706.13957253697,29930.56394690468,29500.006349806423,29832.91422532441,16588370958.43,568564420350.11
03-06-2022,30467.806839606732,30633.0344757636,29375.68930208833,29704.39135706927,26175547451.56,566088081691.13
02-06-2022,29794.890079780234,30604.734858675947,29652.704983348918,30467.487741434237,29083562061.06,580603466872.23
01-06-2022,31792.553808712884,31957.28431704381,29501.58852322552,29799.07971351946,41135817340.95,567842680885.87
31-05-2022,31723.865101541804,32249.8639341789,31286.154345562893,31792.30994327541,33538210634.3,605797887876.49
30-05-2022,29443.365710983147,31949.631618311843,29303.57163307404,31726.390685865343,39277993273.94,604513442525.64
29-05-2022,29019.867414131473,29498.008838957343,28841.1064887385,29445.957623920815,18093886409.16,561034743433.25
28-05-2022,28842.10384461052,29135.918257859845,28554.566019387643,29023.488039265318,19252320707.98,552958193308.48
27-05-2022,29251.14086372044,29346.94302479706,28326.6136487276,28627.574853158603,36582005748.16,545388222663.76
26-05-2022,29564.77651079689,29834.1592888614,28261.905708844828,29267.224671230382,36774325352.43,557547946793.11
25-05-2022,29653.13529361965,30157.784534524566,29384.94934912083,29562.361265546424,27525063551.25,563145244691.91
24-05-2022,29101.125294324578,29774.354720265386,28786.58945179277,29655.586132840046,26616506244.9,564895173841.06
23-05-2022,30309.39648000864,30590.58648372533,28975.559609371285,29098.909745734014,31483454556.82,554268758109.31
22-05-2022,29432.47239860644,30425.860513000865,29275.182764065477,30323.721895269387,21631532269.67,577568895835.72
21-05-2022,29199.859006567556,29588.86881493893,29027.39381829347,29432.22596348109,17274840441.5,560565793081.53
20-05-2022,30311.1193461763,30664.976367000887,28793.606033677137,29200.74008778331,30749382604.8,556131920268.79
19-05-2022,28720.358563128946,30430.75223095906,28708.955041826557,30314.33495349838,33773447706.67,577316228899.3
18-05-2022,30424.479222550304,30618.715981160993,28720.271399745423,28720.271399745423,31285268318.53,546936441379.51
17-05-2022,29862.408192941577,30694.490950877018,29570.3019001848,30425.85727679598,29101473475.43,579391415566.42
16-05-2022,31304.37414424804,31305.342598683896,29251.885558139827,29862.918241291864,32613897286.17,568643328349.1
15-05-2022,30098.5866261369,31308.191358262855,29527.740370719108,31305.1125686764,25835372064.61,596074575228.33
14-05-2022,29285.643002871293,30192.803193508684,28702.909534184142,30101.266445984806,28579868619.98,573129618194.88
13-05-2022,29030.910391071633,30924.80271762161,28782.329657733702,29283.103811543002,42841124537.45,557525025253.19
12-05-2022,28936.7339259087,30032.43894846538,26350.49017422479,29047.751003853846,66989173272.36,553017241734.59
11-05-2022,31016.18275233353,32013.401492754638,28170.41308586389,28936.35503111219,70388855817.93,550870071633.8
10-05-2022,30273.65421884102,32596.30783592046,29944.802737422022,31022.905412225315,59811038817.27,590565398299.36
09-05-2022,34060.01548161972,34222.07332341665,30296.953400053055,30296.953400053055,63355494961.42,576716899022.88
08-05-2022,35502.940203830294,35502.940203830294,33878.96456920589,34059.26425058788,36763041910.24,648302121215.01
07-05-2022,36042.503693993414,36129.92552042527,34940.82467333436,35501.9541442019,24375896405.9,675729532873.68
06-05-2022,36573.18235500367,36624.35959600261,35482.13274405791,36040.92235015236,37795577489.27,685953792235.64
05-05-2022,39695.74635071903,39789.2830202912,35856.51610610817,36575.142132703,43106256317.32,696088266356.37
04-05-2022,37748.0118484619,39902.95021365111,37732.06019665954,39698.370619674235,36754404490.11,755491473700.31
03-05-2022,38528.110038067374,38629.99497421899,37585.62031266239,37750.45391529953,27326943244.26,718385701942.79
02-05-2022,38472.1871454262,39074.9717589518,38156.561903313595,38529.327800897685,32922642425.83,733170725790.51
01-05-2022,37713.26508974102,38627.85750486399,37585.787372875384,38469.09390254249,27002760109.78,731986764311.88
30-04-2022,38605.858805370524,38771.20999187337,37697.94277909221,37714.87554529895,23895713731.28,717596901508.72
29-04-2022,39768.61581999673,39887.26821136156,38235.536550855366,38609.82319333789,30882994649.3,734589762489.81
28-04-2022,39241.42852522164,40269.465120737244,38941.42258133039,39773.82836756587,33903704906.51,756698317681.63
27-04-2022,38120.302630877784,39397.917135592856,37997.31163135793,39241.12275076347,30981015184.24,746531438328.55
26-04-2022,40448.42267445845,40713.88956797172,37884.986010577886,38117.46250783485,34569088415.86,725113482674.14
25-04-2022,39472.60737229702,40491.75379870282,38338.376963269766,40458.308964552205,35445730570.23,769607056243.23
24-04-2022,39478.37343720399,39845.9247429991,39233.540939626706,39469.293555833974,17964398167.08,750755023763.86
23-04-2022,39738.723269661496,39935.860651406445,39352.20302435144,39486.728711324504,16138021249.44,751045477435.14
22-04-2022,40525.861918239076,40777.758643666486,39315.41841144436,39740.3198538771,28011716744.78,755827581232.71
21-04-2022,41371.51504679231,42893.58020438128,40063.8286699322,40527.36408353853,35372786395.42,770762297842.52
20-04-2022,41501.744242424924,42126.300130217234,40961.09755199008,41374.37820120313,27819532341.16,786828424698.83
19-04-2022,40828.174203435905,41672.961756564466,40618.6341947153,41502.7504194207,25303206546.84,789227424712.82
18-04-2022,39721.202915300324,40986.31882987122,38696.19151822743,40826.21438560206,33705182071.98,776330593865.92
17-04-2022,40417.77626722159,40570.72778471566,39620.89360089835,39716.95422583571,19087633042.29,755201997822.58
16-04-2022,40552.31769418768,40633.68070547016,40078.42550458377,40424.48329332248,16833150693.09,768615440639.72
15-04-2022,39939.40395993831,40617.72080256418,39866.830396352045,40553.46327188841,21756855752.62,771033872659.18
14-04-2022,41160.21914540542,41451.48013533586,39695.744431167535,39935.51699921352,24342001973.22,759245303310.83
